MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,11:06,ES0821B0158,STTD,1,60,3,5.00%,0.0683,314.159,1.4343,21,73.01,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,3.7,,,i,BSA.YOLO-34,AB,,sphere,20.58,,,,,,,,,,Length,3.4,3,3.5,3.5,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,11:06,ES0821B0158,STTD,1,60,3,5.00%,0.0683,314.159,1.4343,21,73.01,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,1,1,3.7,,,i,BSA.YOLO-34,AB,,prolate spheroid,26.52,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,11:06,ES0821B0158,STTD,1,60,3,5.00%,0.0683,314.159,1.4343,21,73.01,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,6,,,i,BSA.YOLO-34,AB,,cone + half sphere,109.33,,,,,,,,,,Length,6,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,11:06,ES0821B0158,STTD,1,60,3,5.00%,0.0683,314.159,1.4343,21,73.01,1402,cf. Aphanocapsa sp.,Soft Body,Aphanocapsa,sp.,,1,24,0.8,,,i,BSA.YOLO-34,AB,,sphere,0.27,,,,,,,,,,Length,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,11:06,ES0821B0158,STTD,1,60,3,5.00%,0.0683,314.159,1.4343,21,73.01,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,796,0.8,0.8,0.8,c,BSA.YOLO-34,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.YOLO-35,AB,,cylinder,126.8,,,,,,,,,,Length,4.6,3.7,5,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.2,5.6,5.6,7.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,35.2,,,i,BSA.YOLO-35,AB,,prism on parallelogram,99.53,,,,,,,,,,Length,26.9,18.5,35.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2,1.9,2,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,9,9,5,,,i,BSA.YOLO-35,AB,,sphere,38.79,,,,,,,,,,Length,4.2,4.5,4,4.5,5,3,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,2,2,5.6,,,i,BSA.YOLO-35,AB,,cylinder + 2 cones,18.22,,,,,,,,,,Length,4.8,5.6,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2,2,1.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2,2,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,12,,,i,BSA.YOLO-35,AB,,2 cones,14.14,,,,,,,,,,Length,12,12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,7.4,,,i,BSA.YOLO-35,AB,,prolate spheroid,24.22,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,1806,Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,1,1,4,,,i,BSA.YOLO-35,AB,,prolate spheroid,28.67,,,,,,,,,,Length,4,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,1313,Dinobryon sp.,Soft Body,Dinobryon,sp.,,1,1,29.6,,,i,BSA.YOLO-35,AB,,prolate spheroid,1398.74,,,,,,,,,,Length,29.5,29.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,4,4,5.6,,,i,BSA.YOLO-35,AB,,cone + half sphere,79.39,,,,,,,,,,Length,5.4,5.6,5.5,5.5,5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5,5.5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,1402,Aphanocapsa sp.,Soft Body,Aphanocapsa,sp.,,3,24,0.9,,,c,BSA.YOLO-35,AB,,sphere,0.38,,,,,,,,,,Length,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,378,756,0.8,0.8,0.8,c,BSA.YOLO-35,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,1499,Planktolyngbya cf. contorta,Soft Body,Planktolyngbya,contorta,,2,26,2,,,f,BSA.YOLO-35,AB,,cylinder,1.57,,,,,,,,,,Length,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,8:45,ES0921B0210,I80,1,61,8,13.11%,0.0683,314.159,1.7758,26,22.11,1500,Planktolyngbya limnetica,Soft Body,Planktolyngbya,limnetica,,1,24,2,,,f,BSA.YOLO-35,AB,,cylinder,1.01,,,,,,,,,,Length,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,8:50,ES0821B0133,SHR,1,58,7,12.07%,0.0683,314.159,1.5026,22,29.87,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,2,2,18.5,,,i,BSA.YOLO-36,CB,,elliptic prism,194.58,,,,,,,,,,Length,15.8,13,18.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,8:50,ES0821B0133,SHR,1,58,7,12.07%,0.0683,314.159,1.5026,22,29.87,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.YOLO-36,CB,,cylinder,332.85,,,,,,,,,,Length,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,8:50,ES0821B0133,SHR,1,58,7,12.07%,0.0683,314.159,1.5026,22,29.87,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,35.2,,,i,BSA.YOLO-36,CB,,elliptic prism,756.95,,,,,,,,,,Length,35.2,35.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,8:50,ES0821B0133,SHR,1,58,7,12.07%,0.0683,314.159,1.5026,22,29.87,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,3,3,55.6,,,i,BSA.YOLO-36,CB,,prism on parallelogram,114.94,,,,,,,,,,Length,32.7,55.6,18.5,24.1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,8:50,ES0821B0133,SHR,1,58,7,12.07%,0.0683,314.159,1.5026,22,29.87,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,405,810,0.8,0.8,0.8,c,BSA.YOLO-36,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/31/2021,10:16,ES0821B0159,BL5,,62,6,9.68%,0.0697,314.159,3.485,50,15.02,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,27.8,,,i,BSA.YOLO-37,BB,Cannot meet tally in 50 fields. Poorly Preserved.,prism on parallelogram,190.29,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,10:16,ES0821B0159,BL5,,62,6,9.68%,0.0697,314.159,3.485,50,15.02,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,98,196,0.8,0.8,0.8,c,BSA.YOLO-37,BB,Cannot meet tally in 50 fields. Poorly Preserved.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/17/2021,7:55,ES0821B0146,SHR,1,58,9,15.52%,0.0683,314.159,1.5026,22,23.23,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,11.1,,,i,BSA.YOLO-38,CB,,elliptic prism,61.29,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,7:55,ES0821B0146,SHR,1,58,9,15.52%,0.0683,314.159,1.5026,22,23.23,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,13,,,i,BSA.YOLO-38,CB,,elliptic prism,279.55,,,,,,,,,,Length,13,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,7:55,ES0821B0146,SHR,1,58,9,15.52%,0.0683,314.159,1.5026,22,23.23,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,4,4,47.2,,,i,BSA.YOLO-38,CB,,gomphonemoid,992.45,,,,,,,,,,Width,11.1,7.4,9.3,9.3,18.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,3.7,4.6,4.6,9.3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,24.8,16.1,12.4,23.6,47.2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,12.2,8,6.1,11.6,23.2,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,7:55,ES0821B0146,SHR,1,58,9,15.52%,0.0683,314.159,1.5026,22,23.23,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,61.1,,,i,BSA.YOLO-38,CB,,prism on parallelogram,224.47,,,,,,,,,,Length,39.8,18.5,61.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.7,5.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.4,2.8,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,7:55,ES0821B0146,SHR,1,58,9,15.52%,0.0683,314.159,1.5026,22,23.23,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,402,804,0.8,0.8,0.8,c,BSA.YOLO-38,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,2066,Acanthoceras sp.,Diatom,Acanthoceras,sp.,,1,1,24.1,,,i,BSA.YOLO-39,AB,,elliptic prism,302.85,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,18,18,10,,,i,BSA.YOLO-39,AB,,cylinder,262.81,,,,,,,,,,Length,5.5,6,3.7,7.4,5,5.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.8,9,5.6,10,7,7.5,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,1892,Cylindrotheca closterium,Diatom,Cylindrotheca,closterium,,2,2,27.8,,,i,BSA.YOLO-39,AB,,prolate spheroid + 2 cylinders,0,,,,,,,,,,Length,19.7,19,20.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.5,1,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ends Length,27.8,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ends Width,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,383,Fragilaria cf. crotonensis,Diatom,Fragilaria,crotonensis,,1,1,159.3,,,i,BSA.YOLO-39,AB,,elliptic prism,1000.91,,,,,,,,,,Length,159.3,159.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,3,3,35.2,,,i,BSA.YOLO-39,AB,,prism on parallelogram,130.24,,,,,,,,,,Length,26.6,20.4,24.1,35.2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,4,3.5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Depth,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,7.4,,,i,BSA.YOLO-39,AB,,sphere,189.86,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,7,7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,21,21,3.7,,,i,BSA.YOLO-39,AB,,sphere,9.2,,,,,,,,,,Length,2.6,3.7,3,2,2,2.5,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,3,5,5.6,,,c,BSA.YOLO-39,AB,,prolate spheroid,11.73,,,,,,,,,,Length,5.6,5.6,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,1806,Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,2,2,4,,,i,BSA.YOLO-39,AB,,prolate spheroid,28.67,,,,,,,,,,Length,4,4,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,3,3,5.6,,,i,BSA.YOLO-39,AB,,cone + half sphere,67.41,,,,,,,,,,Length,5,5,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.3,5.6,5,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,350,700,0.8,0.8,0.8,c,BSA.YOLO-39,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/16/2021,10:21,ES0821B0134,RMB,1,61,3,4.92%,0.0683,314.159,1.5709,23,66.66,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,12,1.5,,,f,BSA.YOLO-39,AB,,cylinder,0.95,,,,,,,,,,Length,1.5,1.5,1.5,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,9:44,ES0921B0211,LIS,1,65,3,4.62%,0.0683,314.159,1.1611,17,90.19,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,11.1,,,i,BSA.YOLO-40,CB,High sediment and detritus.,cylinder,138.57,,,,,,,,,,Length,3.5,2.8,2.8,3.7,5.5,2.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.1,5.6,5.6,7.4,11.1,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,9:44,ES0921B0211,LIS,1,65,3,4.62%,0.0683,314.159,1.1611,17,90.19,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,25.9,,,i,BSA.YOLO-40,CB,High sediment and detritus.,prism on parallelogram,91.04,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,9:44,ES0921B0211,LIS,1,65,3,4.62%,0.0683,314.159,1.1611,17,90.19,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,392,794,0.8,0.8,0.8,c,BSA.YOLO-40,CB,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/27/2021,9:44,ES0921B0211,LIS,1,65,3,4.62%,0.0683,314.159,1.1611,17,90.19,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,12,2,,,f,BSA.YOLO-40,CB,High sediment and detritus.,cylinder,1.57,,,,,,,,,,Length,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,10:47,ES0821B0140,STTD,1,63,3,4.76%,0.0683,314.159,2.1173,31,49.46,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,20.4,,,i,BSA.YOLO-41,AB,,elliptic prism,711.38,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,10:47,ES0821B0140,STTD,1,63,3,4.76%,0.0683,314.159,2.1173,31,49.46,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-41,AB,,cylinder,193.54,,,,,,,,,,Length,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
