MethodCode,SampleDate,SampleTime,StationCode,Depth_m,Volume-Received_mL,Volume_Analyzed_mL,Percent_of_Sample_Counted,Field-of-view_mm²,Slide_Chamber_Area_mm²,Area_Counted,Number_of_Fields_Counted,Factor,BSA_TIN,Taxon,Diatom_SoftBody,Genus,Species,Synonym,Unit_Abundance,Number_of_cells_per_unit,GALD1,GALD2,GALD3,Colony_Filament_Individual_Group_Code,BSA#,Taxonomist,Comments,Shape,Biovolume1,Biovolume2,Biovolume3,Biovolume4,Biovolume5,Biovolume6,Biovolume7,Biovolume8,Biovolume9,Biovolume10,Dimension,Measurement_average,Measurement1,Measurement2,Measurement3,Measurement4,Measurement5,Measurement6,Measurement7,Measurement8,Measurement9,Measurement10,Measurement11,Measurement12,Measurement13,Measurement14,Measurement15,Measurement16,Measurement17,Measurement18,Measurement19,Measurement20,Measurement21,Measurement22,Measurement23,Measurement24,Measurement25
Phyto,8/11/2020,10:24,LIS,,62.0,1,1.61%,0.0683,314.159,1.0928,16,287.48,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.8,,,i,BSA.YOLO-07,CT,High sediment and detritus.,sphere,7.24,,,,,,,,,,Length,2.5,1.9,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:24,LIS,,62.0,1,1.61%,0.0683,314.159,1.0928,16,287.48,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,388,789,0.8,0.8,0.8,c,BSA.YOLO-07,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/11/2020,10:24,LIS,,62.0,1,1.61%,0.0683,314.159,1.0928,16,287.48,1459,Limnothrix sp.,Soft Body,Limnothrix,sp.,,1,22,6.5,,,f,BSA.YOLO-07,CT,High sediment and detritus.,cylinder,18.43,,,,,,,,,,Length,6.5,6.5,6.5,6.5,6.5,6.5,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,91,Aulacoseira cf. granulata,Diatom,Aulacoseira,granulata,,12,12,27.8,,,i,BSA.YOLO-26,LA,,cylinder,325.47,,,,,,,,,,Length,25.9,25.9,25.9,27.8,24.1,25.9,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,175,Cyclotella atomus,Diatom,Cyclotella,atomus,,1,1,5.6,,,i,BSA.YOLO-26,LA,,cylinder,91.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,5,5,9.3,,,i,BSA.YOLO-26,LA,,cylinder,368.57,,,,,,,,,,Length,6.2,6.2,6.2,6.2,5.0,7.4,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,476,Gyrosigma attenuatum,Diatom,Gyrosigma,attenuatum,,1,1,236.8,,,i,BSA.YOLO-26,LA,,prism on parallelogram,24636.67,,,,,,,,,,Length,236.8,236.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,1967,Nitzschia dessertorum,Diatom,Nitzschia,dessertorum,,1,1,14,,,i,BSA.YOLO-26,LA,,prism on parallelogram,95.83,,,,,,,,,,Length,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,,2,2,52.3,,,i,BSA.YOLO-26,LA,,prism on parallelogram,707.10,,,,,,,,,,Length,52.3,47.2,57.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,1955,Nitzschia exilis,Diatom,Nitzschia,exilis,,1,1,29.6,,,i,BSA.YOLO-26,LA,,prism on parallelogram,59.20,,,,,,,,,,Length,29.6,29.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,4.5,,,i,BSA.YOLO-26,LA,,sphere,47.71,,,,,,,,,,Length,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,1034,Chloroidium ellipsoideum,Soft Body,Chloroidium,ellipsoideum,,1,1,10.2,,,i,BSA.YOLO-26,LA,,ellipsoid,292.46,,,,,,,,,,Length,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,28,,,i,BSA.YOLO-26,LA,,2 cones,47.50,,,,,,,,,,Length,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,1292,Treubaria sp.,Soft Body,Treubaria,sp.,,1,1,28,,,i,BSA.YOLO-26,LA,,3 cones,4556.56,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,381,762,0.8,0.8,0.8,c,BSA.YOLO-26,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,1503,cf. Planktothrix sp.,Soft Body,Planktothrix,sp.,,1,210,5.6,,,f,BSA.YOLO-26,LA,,cylinder,56.65,,,,,,,,,,Length,2.3,2.0,2.0,2.0,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,8:39,RCS,,57.0,1,1.75%,0.0683,314.159,2.6637,39,117.94,1777,Strombomonas sp.,Soft Body,Strombomonas,sp.,,1,1,25.9,,,i,BSA.YOLO-26,LA,,ellipsoid,2291.84,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,175,Cyclotella atomus,Diatom,Cyclotella,atomus,,5,5,5.6,,,i,BSA.YOLO-25,LA,,cylinder,89.20,,,,,,,,,,Length,4.2,3.7,3.7,3.7,5.6,4.5,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,18.5,,,i,BSA.YOLO-25,LA,,cylinder,1098.85,,,,,,,,,,Length,9.4,13.0,7.4,7.4,6.8,12.4,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,,1,1,29.6,,,i,BSA.YOLO-25,LA,,prism on parallelogram,464.13,,,,,,,,,,Length,29.6,29.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,31.5,,,i,BSA.YOLO-25,LA,,prism on parallelogram,252.00,,,,,,,,,,Length,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,1735,Rhoicosphenia sp.,Diatom,Rhoicosphenia,sp.,,1,1,7.8,,,i,BSA.YOLO-25,LA,,gomphonemoid,288.01,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,1860,Skeletonema cf. potamos,Diatom,Skeletonema,potamos,,15,15,7.4,,,i,BSA.YOLO-25,LA,,cylinder + 2 half spheres,81.23,,,,,,,,,,Length,6.8,6.3,7.4,5.6,7.4,7.4,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,1833,Carteria klebsii,Soft Body,Carteria,platyrhyncha,,14,14,14.8,,,i,BSA.YOLO-25,LA,,sphere,505.99,,,,,,,,,,Length,12.2,12.0,12.0,11.1,11.1,14.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,7.4,,,i,BSA.YOLO-25,LA,,sphere,172.01,,,,,,,,,,Length,6.9,6.3,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,1077,Crucigenia sp.,Soft Body,Crucigenia,sp.,,1,4,8.3,,,c,BSA.YOLO-25,LA,,cube,156.87,,,,,,,,,,Length,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,2,2,19,,,i,BSA.YOLO-25,LA,,2 cones,26.48,,,,,,,,,,Length,17.5,16.0,19.0,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,14,,,i,BSA.YOLO-25,LA,,2 cones,23.75,,,,,,,,,,Length,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,1966,Rusalka fusiformis,Soft Body,Rusalka ,fusiformis,,1,1,10.2,,,i,BSA.YOLO-25,LA,,2 cones,73.11,,,,,,,,,,Length,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,1819,Schroederia setigera,Soft Body,Schroederia,setigera,,1,1,85.2,,,i,BSA.YOLO-25,LA,,2 cones,349.75,,,,,,,,,,Length,85.2,85.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,360,720,0.8,0.8,0.8,c,BSA.YOLO-25,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/11/2020,10:12,RD22,,56.0,0.5,0.89%,0.0863,314.159,2.0712,24,303.36,1777,Strombomonas sp.,Soft Body,Strombomonas,sp.,,1,1,27.8,,,i,BSA.YOLO-25,LA,,ellipsoid,2459.97,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,182,Cyclotella cf. meneghiniana,Diatom,Cyclotella,meneghiniana,,2,2,14,,,i,BSA.YOLO-38,LA,,cylinder,1159.61,,,,,,,,,,Length,9.3,11.1,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,13,,,i,BSA.YOLO-38,LA,,cylinder,1168.04,,,,,,,,,,Length,8.8,9.3,8.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-38,LA,,cylinder,215.04,,,,,,,,,,Length,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,412,Geissleria decussis,Diatom,Geissleria,decussis,,1,1,22.2,,,i,BSA.YOLO-38,LA,,elliptic prism,1135.07,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,2,2,16.7,,,i,BSA.YOLO-38,LA,,gomphonemoid,230.21,,,,,,,,,,Width,6.0,7.4,4.5,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,1955,Nitzschia exilis,Diatom,Nitzschia,exilis,,1,1,55.6,,,i,BSA.YOLO-38,LA,,prism on parallelogram,111.20,,,,,,,,,,Length,55.6,55.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,701,Nitzschia filiformis,Diatom,Nitzschia,filiformis,,1,1,75.9,,,i,BSA.YOLO-38,LA,,prism on parallelogram,892.58,,,,,,,,,,Length,75.9,75.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,702,Nitzschia fonticola,Diatom,Nitzschia,fonticola,,3,3,40.7,,,i,BSA.YOLO-38,LA,,prism on parallelogram,109.06,,,,,,,,,,Length,28.4,40.7,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,730,Nitzschia palea,Diatom,Nitzschia,palea,,1,1,24.1,,,i,BSA.YOLO-38,LA,,prism on parallelogram,124.84,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,1978,Nitzschia regula var. robusta,Diatom,Nitzschia,regula var. robusta,,1,1,53.7,,,i,BSA.YOLO-38,LA,,prism on parallelogram,631.51,,,,,,,,,,Length,53.7,53.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,741,Nitzschia reversa,Diatom,Nitzschia,reversa,,1,1,79.6,,,i,BSA.YOLO-38,LA,,prism on parallelogram,936.10,,,,,,,,,,Length,79.6,79.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,6.3,,,i,BSA.YOLO-38,LA,,sphere,130.92,,,,,,,,,,Length,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,1034,Chloroidium ellipsoideum,Soft Body,Chloroidium,ellipsoideum,,1,1,6,,,i,BSA.YOLO-38,LA,,ellipsoid,43.01,,,,,,,,,,Length,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,1115,cf. Kirchneriella sp.,Soft Body,Kirchneriella,sp.,,7,7,7.4,,,i,BSA.YOLO-38,LA,,2 cones,8.04,,,,,,,,,,Length,6.0,7.4,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,1274,Tetraedron minimum,Soft Body,Tetraedron,minimum,,1,1,5.6,,,i,BSA.YOLO-38,LA,,box,87.81,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,3,4,5.6,,,c,BSA.YOLO-38,LA,,sphere,73.62,,,,,,,,,,Length,5.2,5.6,5.6,4.0,5.6,,,,,,,,,,,,,,,,,,,,,
Phyto,8/11/2020,7:34,RMB,,60.0,1,1.67%,0.0683,314.159,2.5954,38,121.04,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,385,770,0.8,0.8,0.8,c,BSA.YOLO-38,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.6,11.1,6.3,6.3,13.0,11.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.6,1.5,1.5,1.5,1.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,16.7,22.2,11.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.4,5.6,5.6,10.2,9.3,11.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.7,1.5,1.8,1.8,2.0,1.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.1,3.7,5.6,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.7,9.3,7.4,6.5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.3,5.6,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E ,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.6,1.9,1.9,0.9,1.5,1.9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,10.2,9.3,11.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,19.2,18.0,20.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,9.3,8.3,10.2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.8,9.3,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,6.8,9.3,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,
